product_name,product_slug,page_url,image_url,image_file,is_primary
Набор стоек Арзано золотой,nabor_stoek_arzano_zolotoi,https://kudos.pifakit.ru/article/321,https://kudos.pifakit.ru/uploads/article_photo/image/321/43914d42-dc8f-4477-b4c0-9b4cf126eaf2.jpg,nabor_stoek_arzano_zolotoi\01_main.jpg,True
Набор стоек Арзано золотой,nabor_stoek_arzano_zolotoi,https://kudos.pifakit.ru/article/321,https://kudos.pifakit.ru/uploads/article_photo/image/321/75b14df7-eff6-42bd-a7d7-e46a89da69bd.jpg,nabor_stoek_arzano_zolotoi\02.jpg,False
Набор стоек Арзано серебряный,nabor_stoek_arzano_serebrianyi,https://kudos.pifakit.ru/article/322,https://kudos.pifakit.ru/uploads/article_photo/image/322/4e26c38b-6c47-49e8-bad0-adedee425d37.jpg,nabor_stoek_arzano_serebrianyi\01_main.jpg,True
Набор стоек Арзано белый,nabor_stoek_arzano_belyi,https://kudos.pifakit.ru/article/323,https://kudos.pifakit.ru/uploads/article_photo/image/323/925e9f86-8aa1-4030-b962-0b188603b21b.jpg,nabor_stoek_arzano_belyi\01_main.jpg,True
Плед Леро серый,pled_lero_seryi,https://kudos.pifakit.ru/article/324,https://kudos.pifakit.ru/uploads/article_photo/image/324/9c0e3888-5883-48b9-a412-a213d9874e18.jpg,pled_lero_seryi\01_main.jpg,True
Плед Леро бежевый,pled_lero_bezhevyi,https://kudos.pifakit.ru/article/325,https://kudos.pifakit.ru/uploads/article_photo/image/325/b38e92a7-cbce-499e-ab32-fba46d23f20c.jpg,pled_lero_bezhevyi\01_main.jpg,True
Зонт трость Марфа,zont_trost_marfa,https://kudos.pifakit.ru/article/340,https://kudos.pifakit.ru/uploads/article_photo/image/340/d6f30c7e-9b2b-4b21-83a4-be82fc635dbc.jpg,zont_trost_marfa\01_main.jpg,True
Набор Led свечей Смоук,nabor_led_svechei_smouk,https://kudos.pifakit.ru/article/341,https://kudos.pifakit.ru/uploads/article_photo/image/341/f179e33c-f273-4718-962f-f2608d9a7dd9.jpg,nabor_led_svechei_smouk\01_main.jpg,True
Набор Led свечей Прозрачный,nabor_led_svechei_prozrachnyi,https://kudos.pifakit.ru/article/343,https://kudos.pifakit.ru/uploads/article_photo/image/343/8b83e693-d4ca-42c6-b5ef-527efd165ccf.jpg,nabor_led_svechei_prozrachnyi\01_main.jpg,True
Led свеча Лаграс,led_svecha_lagras,https://kudos.pifakit.ru/article/344,https://kudos.pifakit.ru/uploads/article_photo/image/344/a4f364b9-0bbb-4f25-b4bd-b1225166bb5a.jpg,led_svecha_lagras\01_main.jpg,True
Led свеча Лаграс,led_svecha_lagras,https://kudos.pifakit.ru/article/344,https://kudos.pifakit.ru/uploads/article_photo/image/344/4931cd8f-746a-448f-a518-aa90aad9e7da.jpg,led_svecha_lagras\02.jpg,False
Номерок Ромб золотой,nomerok_romb_zolotoi,https://kudos.pifakit.ru/article/347,https://kudos.pifakit.ru/uploads/article_photo/image/347/b2f55f41-c319-49c7-824b-db4432752d20.jpg,nomerok_romb_zolotoi\01_main.jpg,True
Рамка Юта для номера стола,ramka_iuta_dlia_nomera_stola,https://kudos.pifakit.ru/article/345,https://kudos.pifakit.ru/uploads/article_photo/image/345/fa895e38-19d7-452b-a63e-8e7fb33d89ef.jpg,ramka_iuta_dlia_nomera_stola\01_main.jpg,True
